element,id,name,centroid,geometry
way,725219783,Viện Sinh học Nhiệt đới,POINT (106.79675105348707 10.865536525751166),"POLYGON ((696198.8008483971 1201612.8370309712, 696377.6197593795 1201726.9627684979, 696351.9607540822 1201801.9912719978, 696380.0849593973 1201805.6532900003, 696425.2063152706 1201814.0731408373, 696467.3449079557 1201829.4779272182, 696497.1525445282 1201848.006851687, 696508.5408968797 1201739.916866457, 696514.5063489735 1201633.5537215685, 696459.6469028955 1201600.2521057383, 696451.7947612335 1201609.664037739, 696400.3492992022 1201618.4863066187, 696400.9514564155 1201583.2228656714, 696296.875318411 1201594.1900033355, 696198.8008483971 1201612.8370309712))"
way,754264534,UBND huyện Cần Giờ,POINT (106.9547494986934 10.411177638428185),"POLYGON ((714093.1773429712 1151557.2903638238, 714078.4719285432 1151608.278021963, 714026.2850907268 1151592.4787500517, 714020.5899678117 1151610.2552257592, 713904.1911123584 1151575.0979333583, 713935.2308666673 1151446.868796484, 714077.7373223114 1151489.4888378293, 714062.986943541 1151547.7668154552, 714093.1773429712 1151557.2903638238))"
way,754264569,Hội Chữ thập đỏ huyện Cần Giờ,POINT (106.96942320856267 10.411841671557305),"POLYGON ((715611.8433943044 1151659.0614860856, 715617.5469506367 1151647.115479713, 715621.0716219071 1151640.3667025636, 715614.7288476308 1151637.096825477, 715633.9151572068 1151600.3423974947, 715598.806163595 1151582.2239359117, 715568.7493701922 1151621.7319495867, 715611.8433943044 1151659.0614860856))"
way,754264570,Cty Cp May da 30-4 Chi nhánh Phú Thạnh,POINT (106.96976944116966 10.411957228414622),"POLYGON ((715645.4944831496 1151661.5164737196, 715668.2055029254 1151618.0132843065, 715633.9151572068 1151600.3423974947, 715614.7288476308 1151637.096825477, 715621.0716219071 1151640.3667025636, 715617.5469506367 1151647.115479713, 715645.4944831496 1151661.5164737196))"
way,754264580,EVN HCMC PC Duyen Hai,POINT (106.9699310512535 10.41133161811338),"POLYGON ((715679.1459431483 1151607.5380551324, 715690.7942604714 1151583.6143632608, 715706.0701835334 1151552.245557071, 715643.4356933091 1151515.236989762, 715609.3372617881 1151567.1217226957, 715612.3820665263 1151572.3846044966, 715679.1459431483 1151607.5380551324))"
way,754576805,Trung tâm Văn hoá Huyện Cần Giờ,POINT (106.95826413589569 10.407367993310098),"POLYGON ((714502.7123427293 1151123.3569564456, 714472.4538398165 1151176.1955759441, 714452.3924413754 1151209.4269617277, 714402.0771424319 1151222.1042115982, 714386.030689867 1151179.8324333676, 714314.7353778427 1151142.1868237336, 714305.8327953381 1151110.0266658193, 714298.7240376602 1151095.9768596978, 714264.7659216865 1151075.7761562697, 714288.0670828497 1151037.5309637194, 714287.8200134882 1151029.652494903, 714302.5178374229 1151004.7958889308, 714405.2582495514 1151063.500694114, 714408.0175759445 1151068.9165460556, 714431.7190342179 1151084.6841012968, 714437.2997834202 1151083.6897072212, 714502.7123427293 1151123.3569564456))"
way,801887649,Khuôn viên UBND TP. Hồ Chí Minh,POINT (106.70089932020434 10.77669302502573),"POLYGON ((686021.6214826582 1191895.3498200343, 686055.0841367017 1191864.861337519, 686055.9919112801 1191858.959381641, 686055.7075492418 1191856.9888024463, 686018.4439666697 1191813.6629523921, 686004.1102192239 1191796.9795995853, 685999.2960071424 1191791.3887842216, 686000.9553015381 1191789.9931508657, 685982.5672588132 1191768.740901154, 685980.7112818103 1191770.1022580129, 685932.9352718848 1191713.2338514014, 685931.8054920129 1191711.84485688, 685930.6283413012 1191711.108244943, 685928.945015678 1191710.9219128648, 685927.3682978343 1191711.2339530373, 685925.4174481763 1191711.9532027985, 685922.204801512 1191717.3335233643, 685902.0160565168 1191760.3845636959, 685939.3210086431 1191804.175074287, 685964.7458244859 1191834.5480980256, 685969.5626136891 1191839.6743277542, 685971.4737018087 1191838.2358443767, 686021.6214826582 1191895.3498200343))"
way,801887656,Sở Tài nguyên Môi trường,POINT (106.70050652738152 10.776967844897877),"POLYGON ((685926.654796438 1191865.387069053, 685907.0345629317 1191843.4643134077, 685910.991353625 1191839.9796894207, 685909.1435412938 1191837.900878663, 685907.9587735214 1191836.566888047, 685905.7196838163 1191834.0434342574, 685908.3575242455 1191831.7240385187, 685928.9104621578 1191813.696792029, 685927.9331292303 1191812.430322952, 685937.2695198006 1191805.2919882836, 685939.3210086431 1191804.175074287, 685964.7458244859 1191834.5480980256, 685962.824229412 1191835.9090909031, 685948.7144521588 1191845.8637967573, 685945.1238603666 1191848.399135976, 685946.112067059 1191849.6767280109, 685926.654796438 1191865.387069053))"
way,801887657,Sở Giao thông Vận Tải,POINT (106.70025952125727 10.776671180988942),"POLYGON ((685906.7167502763 1191837.6661728725, 685904.0019828536 1191840.0515123983, 685890.5347512836 1191824.8884893646, 685889.4171392431 1191823.2783276641, 685882.2763876149 1191815.1525322995, 685880.9695816735 1191812.1585978316, 685881.0607509607 1191809.5263988008, 685882.4071518113 1191805.3857012033, 685902.0160565168 1191760.3845636959, 685939.3210086431 1191804.175074287, 685937.2695198006 1191805.2919882836, 685927.9331292303 1191812.430322952, 685928.9104621578 1191813.696792029, 685908.3575242455 1191831.7240385187, 685905.7196838163 1191834.0434342574, 685907.9587735214 1191836.566888047, 685906.7167502763 1191837.6661728725))"
way,801902444,Viện Hàn lâm Khoa học và Công nghệ Việt Nam tại TP.HCM,POINT (106.7014046391786 10.78238704494462),"POLYGON ((686054.8638508685 1192461.555577966, 686037.2949010759 1192477.9953242866, 686033.6344983637 1192481.2935213605, 686000.2935458577 1192444.7038779305, 686012.1242050139 1192433.4976427015, 686010.6326267347 1192428.3345575226, 686001.1308114631 1192414.0894782178, 686035.2194160405 1192383.0625016394, 686054.8638508685 1192461.555577966))"
way,801950688,Sở Quy hoạch & Kiến trúc,POINT (106.69937719523674 10.777715108695531),"POLYGON ((685834.1553130391 1191922.9701974294, 685820.6313222453 1191908.1829871112, 685818.6307242521 1191909.9860196928, 685801.7474394038 1191891.5297932066, 685785.7534786357 1191905.976248732, 685802.7998353704 1191924.6103602974, 685799.4801118784 1191927.6118097077, 685812.841089945 1191942.2100566926, 685829.9891415746 1191926.7412724125, 685834.1553130391 1191922.9701974294))"
way,802069399,Liên đoàn Lao động Quận 1,POINT (106.69728387197105 10.777707494477472),"POLYGON ((685598.8090932345 1191912.550244497, 685584.5037364013 1191896.6415778564, 685564.005745852 1191914.6693030784, 685563.2572173175 1191917.5080305412, 685577.9699985009 1191932.921166064, 685591.4820327214 1191920.27500433, 685593.4822480215 1191918.538328742, 685592.7975703843 1191917.7491488112, 685598.8090932345 1191912.550244497))"
way,802069406,Bộ Khoa học & Công nghệ - Cục Công tác Phía Nam,POINT (106.69772555544174 10.778085580296885),"POLYGON ((685624.1618573752 1191981.605597373, 685604.0259648222 1191959.9567243203, 685624.5723645086 1191941.0885976057, 685634.378421714 1191932.0722957582, 685648.9367010522 1191947.727971426, 685653.0574090821 1191952.1534005082, 685647.6926965313 1191957.079336572, 685644.3727468546 1191960.1250445084, 685645.8295936935 1191961.703892193, 685633.1103452744 1191973.392053053, 685625.3491190055 1191980.5170625579, 685624.1618573752 1191981.605597373))"
way,802069407,Cục Thống Kê TP.HCM,POINT (106.69791897265243 10.778275964646637),"POLYGON ((685625.3491190055 1191980.5170625579, 685633.1103452744 1191973.392053053, 685645.8295936935 1191961.703892193, 685644.3727468546 1191960.1250445084, 685647.6926965313 1191957.079336572, 685653.0574090821 1191952.1534005082, 685669.025518119 1191969.9739496259, 685675.6566532628 1191977.300424031, 685646.9262498749 1192000.636355726, 685643.1477044038 1191999.5977261558, 685640.9963738776 1191998.9995264425, 685624.1618573752 1191981.605597373, 685625.3491190055 1191980.5170625579))"
way,802157425,Bảo tàng Mỹ thuật Thành phố Hồ Chí Minh,POINT (106.69924879007299 10.769666520052937),"POLYGON ((685809.4611651249 1190952.2062913373, 685860.5519860812 1190997.3782462098, 685861.9909015755 1191002.1980991804, 685860.7600094476 1191013.1203114905, 685806.306178082 1191099.1002550363, 685799.9962385654 1191098.9104084098, 685728.224014899 1191035.7038482816, 685768.6781309191 1190993.0304831297, 685776.0184749548 1190998.7347955247, 685809.4611651249 1190952.2062913373))"
way,802157430,Công ty CP Vận tải Đường sắt Sài Gòn,POINT (106.6995344055081 10.771451754158639),"POLYGON ((685878.1996671655 1191237.0189738797, 685877.8853077223 1191228.6213379523, 685877.3807331173 1191215.0789186421, 685877.067231306 1191206.5264227171, 685846.3151432385 1191207.7164653193, 685841.3152979205 1191207.9652824507, 685836.260950696 1191208.1806127408, 685795.1917594225 1191209.9108265485, 685789.0205722565 1191214.290261738, 685777.4456824926 1191242.4446833848, 685795.56187365 1191241.792920491, 685796.4256473627 1191239.8729603183, 685802.5737711937 1191239.6526275477, 685878.1996671655 1191237.0189738797))"
way,802157433,Đội tuần tra kiểm soát giao thông số 5,POINT (106.70008103241942 10.771423027463975),"POLYGON ((685878.1996671655 1191237.0189738797, 685877.8853077223 1191228.6213379523, 685877.3807331173 1191215.0789186421, 685877.067231306 1191206.5264227171, 685883.7842839961 1191206.2760740647, 685897.4043845597 1191205.7653507201, 685898.9905894585 1191205.718840892, 685900.5768557366 1191205.661269695, 685902.9507252092 1191205.5859441452, 685903.4382781527 1191220.2233874644, 685903.7305731304 1191228.6540875433, 685903.8719268264 1191232.7477314023, 685903.984457421 1191236.1221994841, 685884.9167138299 1191236.7686263896, 685878.1996671655 1191237.0189738797))"
way,804925981,IDECAF,POINT (106.70346183624162 10.77990487399136),"POLYGON ((686288.9342125804 1192160.095586069, 686299.3931952352 1192151.7025530317, 686300.5873088301 1192149.3862166738, 686300.596232616 1192147.7823038648, 686300.4557317994 1192145.5138510948, 686298.1998645322 1192142.0832008494, 686291.0276987883 1192133.7358792215, 686281.0844531374 1192122.1652193544, 686276.8153380796 1192116.9092348472, 686235.255607353 1192151.9541690387, 686206.485905077 1192176.395624085, 686227.6326020679 1192199.1014381386, 686232.4391583519 1192204.0838611566, 686236.1062255522 1192203.529043586, 686288.9342125804 1192160.095586069))"
way,808241908,Sovigaz,POINT (106.70462912304939 10.76638208618848),"POLYGON ((686418.7623769745 1190641.9650737492, 686414.8131719943 1190640.117918081, 686396.8826249928 1190632.8833655582, 686389.2479145732 1190634.8762941307, 686385.0815709038 1190644.5432735968, 686364.3547758341 1190691.7172676206, 686388.8814614147 1190702.7605528142, 686418.7623769745 1190641.9650737492))"
way,919652945,The Water MAN,POINT (106.70938012491455 10.789287818880998),"POLYGON ((686903.6400917765 1193206.442988184, 686889.7232669733 1193207.3386828108, 686889.472902262 1193199.295320449, 686904.0737940322 1193199.2883948516, 686903.6400917765 1193206.442988184))"
way,1023160155,UBND phường Hiệp Phú,POINT (106.78220225255899 10.845733320862687),"POLYGON ((694786.4095561735 1199498.4567253438, 694837.3657957576 1199532.495128653, 694854.5618955172 1199503.5019169042, 694855.9589005915 1199496.4965853784, 694854.2403689296 1199485.579072638, 694847.0543983821 1199476.4880154785, 694818.614922634 1199449.7608718511, 694786.4095561735 1199498.4567253438))"
way,1115082339,Công Ty Cổ phần Tư Vấn Xây Dựng Điện 2,POINT (106.76544849520204 10.847345679256431),"POLYGON ((692995.4084691628 1199631.763363011, 692965.7167236782 1199643.5383424002, 692988.9122126614 1199690.3333253202, 693016.790754652 1199674.4327058368, 692995.4084691628 1199631.763363011))"
way,1116582921,The Nexus,POINT (106.70690427736852 10.779624949526042),"POLYGON ((686674.1729194825 1192059.0231341673, 686689.5457541349 1192120.745351298, 686637.4137725035 1192143.186799817, 686671.2222407534 1192207.6997985786, 686646.4460793016 1192220.050482731, 686597.0625424298 1192163.4484162647, 686558.6010945953 1192119.3629124456, 686674.1729194825 1192059.0231341673))"
way,1158434996,Saigon South Place,POINT (106.70349373093305 10.729999656861255),"POLYGON ((686113.2355688579 1186680.7379160784, 686139.4762988773 1186544.679587351, 686372.2199435942 1186551.9745236635, 686371.5629362629 1186577.7669467404, 686372.2266271219 1186592.23942673, 686376.0409194129 1186602.7360582363, 686385.9537588231 1186606.319678974, 686396.8205045284 1186611.4793602284, 686406.0153347005 1186616.3200525015, 686414.2567753498 1186621.465195039, 686420.5323650994 1186626.0352965316, 686425.8750339121 1186631.1643807935, 686431.6510215066 1186637.0591301548, 686453.1561102007 1186664.8991274757, 686460.1866255384 1186677.338349321, 686465.3380649111 1186689.3357490755, 686469.5063889995 1186703.0533391612, 686485.4975082057 1186752.7098295288, 686113.2355688579 1186680.7379160784))"
way,1159237474,The Metropole Thủ Thiêm,POINT (106.71332357714724 10.778092225397613),"POLYGON ((687347.9211908106 1191781.9581703146, 687258.4895203398 1191814.5219700485, 687165.4851501792 1191848.3934384831, 687162.12980743 1191851.8702342988, 687162.4514838934 1191856.9383608366, 687179.4577405164 1191896.3361674708, 687203.1845097868 1191948.5369372687, 687223.1332329287 1191983.9468391992, 687236.4433849001 1192005.5808146615, 687250.8265115567 1192028.9685718254, 687283.5896457441 1192076.8394692377, 687322.1664454534 1192127.5415886324, 687357.6388616161 1192166.168968019, 687362.3777157993 1192167.589279281, 687368.1901464155 1192166.747916019, 687372.2395748012 1192164.3259031097, 687425.1729690023 1192118.0184942768, 687446.1990570237 1192099.6296783574, 687506.1670447902 1192047.167094125, 687508.3033485652 1192042.6326259617, 687507.2807689297 1192037.737552271, 687504.6713272117 1192033.0105835395, 687484.8667458377 1192009.0281810828, 687446.393424931 1191953.5255883741, 687421.982567167 1191918.0905483267, 687416.0154588607 1191909.4288994952, 687397.5839177944 1191872.6446143957, 687384.3702339781 1191845.5022992217, 687365.103741873 1191801.5452855972, 687358.8512836192 1191787.1851972605, 687356.7628808845 1191783.1580591495, 687352.3749470904 1191781.5627308174, 687347.9211908106 1191781.9581703146))"
way,1173264964,Trung tâm Pháp y TP.HCM,POINT (106.5764938338536 10.710893083949511),"POLYGON ((672435.8042653039 1184397.522621293, 672456.8990892123 1184495.034190496, 672382.2853552287 1184511.8524324489, 672358.981814628 1184411.9736416363, 672435.8042653039 1184397.522621293))"
way,1175244453,CMC Creative Space,POINT (106.74584533256498 10.76875012125526),"POLYGON ((690900.1792571873 1191036.4771165734, 690817.3076147507 1190931.8892609768, 690895.0836617515 1190871.0483587508, 690977.966150315 1190975.6475414392, 690900.1792571873 1191036.4771165734))"
way,1196987523,Viện Sốt rét - Ký sinh trùng - Côn trùng TP.HCM,POINT (106.68350318906108 10.75546447365745),"POLYGON ((684041.7793261479 1189473.5957867012, 684093.5942003943 1189489.2888798984, 684101.8260081841 1189486.1261488616, 684128.9167142691 1189414.8605748818, 684079.6627505156 1189400.8849866649, 684041.7793261479 1189473.5957867012))"
way,1214094911,Thiso Mall Trường Chinh – Phan Huy Ích,POINT (106.6374618496962 10.841930380905271),"POLYGON ((679028.2053377688 1198970.5052473573, 679091.974543349 1198934.2458142187, 679052.8480068608 1198865.5426602769, 678901.247226321 1198926.9926843212, 678905.5419068618 1198941.7275232815, 678963.0338095238 1199074.4092338218, 678972.0963559278 1199068.7281148995, 679015.7599833359 1199119.2483997082, 679032.6610330937 1199107.768994533, 679079.7144739188 1199062.7253455142, 679057.4758306795 1199039.9186109148, 679046.2839250786 1199016.5961151528, 679038.4549823622 1199000.2825686026, 679028.2053377688 1198970.5052473573))"
way,1215518807,Chợ Bình Khánh,POINT (106.7383146001928 10.786610510704264),"POLYGON ((690011.0710803986 1192937.5303679663, 690083.23822934 1192975.4515367723, 690108.6032145269 1192921.2700637402, 690109.5885330683 1192915.324295611, 690108.4558687257 1192910.6275649783, 690105.0162120706 1192905.7960461415, 690099.675486667 1192902.5355966976, 690048.2320652037 1192876.5573964254, 690044.9687248336 1192877.2689565104, 690040.7511802352 1192880.3755551411, 690011.0710803986 1192937.5303679663))"
way,1215596738,Chợ Thạnh Mỹ Lợi,POINT (106.7675740003272 10.76953822100275),"POLYGON ((693226.7710211275 1191062.9400329948, 693226.613176162 1191067.5520500885, 693228.2674407578 1191070.8913019572, 693255.9746247043 1191099.137917969, 693259.8399158358 1191100.3106724985, 693264.228907678 1191099.8160585768, 693319.1166424383 1191048.4722259482, 693320.58083044 1191044.9407734114, 693320.4615458671 1191040.9687626888, 693292.7226567924 1191010.631158836, 693289.4406879449 1191008.8312217891, 693285.8457023301 1191008.2020709643, 693282.7650723016 1191009.4232702933, 693226.7710211275 1191062.9400329948))"
way,1223367806,Liên đoàn Quy hoạch và Điều tra tài nguyên nước miền Nam,POINT (106.73395416146023 10.797003856946656),"POLYGON ((689541.64715614 1194039.3194852367, 689553.9792583231 1194088.360864159, 689564.0569118127 1194122.2234720462, 689618.1407940995 1194102.707108348, 689594.2573114311 1194021.2659546426, 689541.64715614 1194039.3194852367))"
way,1229208507,Viện Kiểm nghiệm Thuốc TP.HCM,POINT (106.69360775458802 10.76438772708001),"POLYGON ((685192.3281220325 1190395.6706837222, 685188.1495247623 1190395.736102192, 685158.4238135708 1190432.794712347, 685155.7677498941 1190442.3705740327, 685146.4816517382 1190454.2438556538, 685181.779494657 1190483.6528181226, 685193.5672766278 1190470.355335188, 685213.8981772518 1190447.0277936119, 685228.7768191341 1190428.6147424546, 685208.2475165611 1190410.625579745, 685192.3281220325 1190395.6706837222))"
way,1229662224,Công ty Cổ phần Dược phẩm Trung ương 25,POINT (106.71378814740714 10.757789244463899),"POLYGON ((687450.0321961335 1189773.1865260673, 687429.7585725024 1189780.00905292, 687410.2362666761 1189787.444189118, 687408.5360277441 1189784.3926828862, 687391.8275195729 1189793.3037096919, 687387.4596937979 1189786.1001738228, 687373.2746625254 1189793.6315090365, 687345.0529808678 1189742.9433901315, 687326.1237132652 1189712.7273557363, 687467.8260835647 1189630.6986226111, 687476.5919096381 1189645.581542189, 687464.012494012 1189653.5089865692, 687469.3486627343 1189663.5940238514, 687405.3038387499 1189703.1142621336, 687412.3065733344 1189712.489576538, 687442.4775298061 1189760.7992919902, 687450.0321961335 1189773.1865260673))"
way,1302177947,Trung tâm Khai thác vận chuyển - Bưu điện TP.HCM,POINT (106.65744941264111 10.776274265321547),"POLYGON ((681128.4773575944 1191769.5621640314, 681254.0045416403 1191801.5785590701, 681273.0638810088 1191806.3717998494, 681288.5732462336 1191810.3162215715, 681297.6449806542 1191775.0679277368, 681314.4524395034 1191712.9708850875, 681315.0036121842 1191704.0914459985, 681277.0352900114 1191674.783023791, 681244.8550540325 1191671.3125522838, 681160.2222247329 1191661.397125736, 681143.1989083642 1191718.96886665, 681128.8136564563 1191768.048551875, 681128.4773575944 1191769.5621640314))"
way,1308072083,Co.opmart Huỳnh Tấn Phát,POINT (106.73637574028498 10.712273145058662),"POLYGON ((689841.2155713498 1184745.3275425625, 689842.4590347698 1184664.416391912, 689961.1418050961 1184667.120546887, 689956.7213881646 1184725.4695671767, 689841.2155713498 1184745.3275425625))"
way,1313432484,Chợ đầu mối Nông sản Thực phẩm Hóc Môn,POINT (106.60057741179423 10.859397902181717),"POLYGON ((675111.1605434039 1200779.6826605434, 675157.3699617108 1200976.2199416852, 674970.1187300493 1201019.633520784, 674930.9696412197 1201033.2650804664, 674721.0817669376 1200886.229415806, 674756.4145305344 1200835.2567783177, 674771.9831900271 1200816.7556958941, 674781.8525773536 1200805.0162722461, 674787.8117097912 1200800.8222017023, 674795.5668507824 1200798.1640339454, 675106.4122738712 1200776.0959075736, 675111.1605434039 1200779.6826605434))"
way,1316591859,Truyền tải Điện Thành phố Hồ Chí Minh,POINT (106.60298319301319 10.736748104227946),"POLYGON ((675202.4443140737 1187329.9549956005, 675264.2467674471 1187367.4870142955, 675329.614555209 1187407.1946981696, 675332.1298081753 1187403.104104024, 675379.1803573195 1187326.6288969172, 675260.4929373874 1187254.5545938576, 675256.3450838875 1187261.2803135342, 675247.8619583958 1187256.1258198533, 675202.4443140737 1187329.9549956005))"
way,1335959747,RENEWZONE VN,POINT (106.67102610982263 10.834851015934065),"POLYGON ((682669.0815335889 1198223.7781667416, 682679.6970717512 1198224.2235403634, 682679.3295944867 1198215.4606890723, 682669.3347272517 1198215.494371057, 682669.0815335889 1198223.7781667416))"
way,1359348191,Trobz,POINT (106.73422877200748 10.798223071639564),"POLYGON ((689603.7772570032 1194217.084147272, 689618.1052658573 1194213.0835463693, 689613.1355687054 1194196.5066019553, 689599.4010078593 1194200.001720166, 689603.7772570032 1194217.084147272))"
